City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
461,Peterhead,GB,57.5058,-1.7981,49.5,88,16,18.14,few clouds
462,Montepuez,MZ,-13.1256,38.9997,72.12,69,11,2.53,few clouds
463,Yuanping,CN,38.7153,112.7575,78.35,32,5,5.28,clear sky
464,Poum,NC,-20.2333,164.0167,77.65,78,1,12.33,clear sky
465,Herat,AF,34.5,62.0,75.11,20,0,13.73,clear sky
466,Porto Torres,IT,40.835,8.3972,68.18,70,98,23.73,overcast clouds
467,Kutum,SD,14.2,24.6667,75.24,58,0,6.73,clear sky
468,Daru,PG,-9.0763,143.2092,83.46,74,61,11.32,broken clouds
469,Nowy Targ,PL,49.4778,20.0323,44.58,80,8,2.93,clear sky
470,Amapa,BR,1.0,-52.0,69.19,94,40,1.9,scattered clouds
471,Demyanovo,RU,60.3511,47.0842,34.65,70,99,9.26,overcast clouds
472,Cuite,BR,-6.4836,-36.1536,62.04,87,0,14.45,clear sky
473,Aleksandro-Nevskiy,RU,53.4751,40.2095,52.83,99,100,4.99,overcast clouds
474,Bud,US,39.447,-86.1758,47.17,87,0,5.17,clear sky
475,Algodones,MX,20.3888,-105.4773,74.41,92,71,3.31,broken clouds
476,Cordele,US,31.9635,-83.7824,62.58,42,0,5.75,clear sky
477,Berezivka,UA,47.2043,30.9078,60.44,85,85,1.97,overcast clouds
478,Trelew,AR,-43.249,-65.3051,55.2,41,0,6.42,clear sky
479,Baykit,RU,61.67,96.37,38.21,58,100,7.99,overcast clouds
480,Buguey,PH,18.2893,121.8311,86.68,71,73,4.5,broken clouds
481,Xalpatlahuac,MX,17.4667,-98.6167,60.03,84,45,1.12,scattered clouds
482,Reconquista,AR,-29.15,-59.65,60.8,69,56,8.23,broken clouds
483,Bonthe,SL,7.5264,-12.505,74.82,92,39,4.0,scattered clouds
484,Thinadhoo,MV,0.5333,72.9333,79.45,79,100,17.09,overcast clouds
485,Tomatlan,MX,19.9333,-105.25,76.17,96,19,2.08,few clouds
486,Grindavik,IS,63.8424,-22.4338,45.07,100,100,11.5,light intensity drizzle
487,Udachnyy,RU,66.4167,112.4,30.45,79,100,9.91,overcast clouds
488,Guerrero Negro,MX,27.9769,-114.0611,74.73,80,2,8.84,clear sky
489,Nouadhibou,MR,20.931,-17.0347,73.9,87,71,14.0,broken clouds
490,Lola,GN,7.8,-8.5333,66.2,99,44,0.38,scattered clouds
491,Balykshi,KZ,47.0667,51.8667,64.4,45,0,17.9,clear sky
492,Boueni,YT,-12.9025,45.0761,78.78,63,17,16.2,few clouds
493,Dongsheng,CN,39.8161,109.9776,73.74,20,0,9.19,clear sky
494,Green Valley,US,31.8543,-110.9937,85.03,63,41,9.66,scattered clouds
495,Atbasar,KZ,51.8,68.3333,36.05,54,73,8.97,broken clouds
496,Erzin,TR,36.9559,36.2,71.38,70,2,0.69,clear sky
497,Umm Lajj,SA,25.0213,37.2685,90.61,31,4,6.55,clear sky
498,Salalah,OM,17.0151,54.0924,80.62,74,30,3.78,scattered clouds
499,Semey,KZ,50.4111,80.2275,46.62,81,100,17.9,overcast clouds
500,Northampton,US,40.8754,-75.2499,51.91,85,8,4.18,clear sky
501,Finnsnes,NO,69.2296,17.9811,29.01,81,4,3.89,clear sky
502,Neiafu,TO,-18.65,-173.9833,79.48,89,40,8.05,scattered clouds
503,Masallatah,LY,32.6167,14.0,76.17,71,97,2.68,light rain
504,Vuktyl,RU,63.8567,57.3094,33.24,60,11,1.83,few clouds
505,Barao De Melgaco,BR,-16.1944,-55.9675,75.49,84,100,2.1,light rain
506,Bairiki,KI,1.3292,172.9752,86.0,70,20,9.22,few clouds
507,Severnyy,RU,50.677,36.5532,55.44,100,100,4.47,fog
508,Mosetse,BW,-20.75,26.65,71.2,39,0,17.45,clear sky
509,Zarechnyy,RU,53.2036,45.1923,52.0,93,100,15.57,light rain
510,Port Hardy,CA,50.6996,-127.4199,56.48,93,98,6.04,overcast clouds
511,Kilembe,UG,0.2,30.0,63.14,74,97,1.92,overcast clouds
512,Lorengau,PG,-2.0226,147.2712,84.99,65,87,12.33,overcast clouds
513,Bogoslovka,RU,53.2084,44.8013,52.2,93,100,17.74,light rain
514,Aloleng,PH,16.1307,119.7824,82.67,79,100,14.2,overcast clouds
515,Aswan,EG,24.0934,32.907,90.68,18,1,8.12,clear sky
516,Megion,RU,61.0296,76.1136,30.22,63,89,10.45,overcast clouds
517,Novochernorechenskiy,RU,56.2669,91.0828,36.07,92,100,3.56,overcast clouds
518,Coihaique,CL,-45.5752,-72.0662,38.86,94,69,5.01,broken clouds
519,Pemba,MZ,-12.974,40.5178,75.85,76,7,3.71,light rain
520,Beringovskiy,RU,63.05,179.3167,35.22,72,39,14.14,scattered clouds
521,Ambon,ID,-3.6954,128.1814,87.94,70,40,6.91,scattered clouds
522,Yershov,RU,51.3513,48.2766,54.57,70,100,17.76,overcast clouds
523,Serra Talhada,BR,-7.9919,-38.2983,66.87,71,2,10.38,clear sky
524,Vasai,IN,19.47,72.8,84.29,72,86,2.8,overcast clouds
525,Matara,LK,5.9485,80.5353,82.35,75,87,13.35,overcast clouds
526,Nemuro,JP,43.3236,145.575,62.2,72,100,6.26,light rain
527,Carbonia,IT,39.1672,8.5222,68.02,68,59,12.75,broken clouds
528,Pacific Grove,US,36.6177,-121.9166,62.28,89,0,7.0,clear sky
529,Srednekolymsk,RU,67.45,153.6833,36.12,48,90,10.51,overcast clouds
530,Alakurtti,RU,66.9672,30.3491,42.22,97,100,4.7,overcast clouds
531,Riyadh,SA,24.6877,46.7219,85.66,10,0,1.95,clear sky
532,Andenes,NO,69.3143,16.1194,44.92,93,0,9.22,clear sky
533,Rurrenabaque,BO,-14.4413,-67.5278,78.24,64,76,1.97,broken clouds
534,Tosya,TR,41.0155,34.0401,66.9,26,77,4.12,broken clouds
535,Zarate,AR,-34.0981,-59.0286,54.84,78,15,5.01,few clouds
536,Asosa,ET,10.0667,34.5333,63.61,86,44,2.73,scattered clouds
537,Oranjestad,AW,12.524,-70.027,84.07,78,91,14.32,overcast clouds
538,Zdanice,CZ,49.0673,17.0275,44.6,91,45,4.65,scattered clouds
539,Murgab,TM,37.4966,61.9714,76.03,17,0,9.69,clear sky
540,Tual,ID,-5.6667,132.75,83.34,69,12,4.72,few clouds
541,Shenjiamen,CN,29.9576,122.298,75.15,75,55,7.65,broken clouds
542,Byron Bay,AU,-28.65,153.6167,80.94,61,46,11.81,scattered clouds
543,Khandyga,RU,62.6667,135.6,35.15,97,100,7.0,light snow
544,Chapais,CA,49.7834,-74.8492,47.98,96,94,8.43,overcast clouds
545,Arlit,NE,18.7369,7.3853,90.01,16,19,7.7,few clouds
546,Vardo,NO,70.3705,31.1107,44.58,81,100,12.66,overcast clouds
547,Manbij,SY,36.5281,37.9549,66.76,57,0,12.5,clear sky
548,Erenhot,CN,43.6475,111.9767,81.9,12,5,19.33,clear sky
549,Hervey Bay,AU,-25.2986,152.8535,75.02,79,100,8.99,overcast clouds
550,Alamosa,US,37.4695,-105.87,58.98,47,75,4.61,broken clouds
551,Roald,NO,62.5833,6.1333,54.34,62,0,10.36,clear sky
552,Noshiro,JP,40.2039,140.0242,68.14,54,94,4.85,overcast clouds
553,Moose Factory,CA,51.2585,-80.6094,40.78,81,100,13.2,overcast clouds
554,Puerto Varas,CL,-41.3195,-72.9854,45.21,93,8,8.99,clear sky
555,Samarai,PG,-10.6167,150.6667,83.5,74,20,13.0,few clouds
556,Aksarka,RU,66.5606,67.7975,30.25,78,100,15.1,overcast clouds
557,Kirakira,SB,-10.4544,161.9205,83.68,65,82,7.25,broken clouds
558,Kamaishi,JP,39.2667,141.8833,67.14,61,100,12.82,overcast clouds
559,Longyearbyen,SJ,78.2186,15.6401,31.84,100,40,2.3,scattered clouds
560,Kayerkan,RU,69.3497,87.7602,25.83,69,53,3.13,broken clouds
561,Domanivka,UA,47.6319,30.9885,58.14,90,100,4.16,overcast clouds
562,Srandakan,ID,-7.9386,110.2506,82.89,62,68,9.93,broken clouds
563,Lerwick,GB,60.1545,-1.1494,50.0,90,79,11.16,broken clouds
564,Shitanjing,CN,39.2342,106.3439,75.4,16,1,7.36,clear sky
565,Ivankiv,UA,50.9386,29.8943,51.4,96,100,3.36,overcast clouds
566,Antibes,FR,43.5624,7.1278,63.86,48,75,20.71,broken clouds
567,Lodwar,KE,3.1191,35.5973,82.02,41,8,15.99,clear sky
568,Surgut,RU,61.25,73.4167,30.38,80,40,8.99,scattered clouds
569,Soto La Marina,MX,23.7667,-98.2167,71.78,90,25,2.86,scattered clouds
570,Nishihara,JP,26.1842,127.7558,87.85,68,40,9.22,scattered clouds
571,Nanga Eboko,CM,4.6833,12.3667,67.08,98,100,3.22,overcast clouds
572,Hereford,GB,52.0568,-2.7148,50.61,90,95,5.68,overcast clouds
573,Oussouye,SN,12.485,-16.5469,77.7,86,100,0.69,overcast clouds
574,Alice Springs,AU,-23.7,133.8833,79.21,25,0,10.36,clear sky
575,Ambulu,ID,-8.345,113.6058,86.92,56,32,9.62,scattered clouds
576,Makat,KZ,47.6469,53.3463,65.79,46,90,16.6,overcast clouds
577,Lasem,ID,-6.6922,111.4527,91.06,44,14,4.43,few clouds
578,Jumla,NP,29.2747,82.1838,71.44,34,0,4.5,clear sky
579,Easton,US,40.6884,-75.2207,53.94,80,0,4.61,clear sky
580,Lady Frere,ZA,-31.7031,27.2329,66.18,68,96,2.06,overcast clouds
581,Mubende,UG,0.5606,31.39,64.36,82,100,0.58,overcast clouds
582,Waingapu,ID,-9.6567,120.2641,87.3,54,21,9.13,few clouds
583,Samoylovka,RU,51.184,43.7081,59.22,84,100,11.54,light rain
584,Conceicao Do Araguaia,BR,-8.2578,-49.2647,80.94,34,0,1.43,clear sky
585,Ararat,AM,39.8317,44.7049,57.54,21,5,1.34,clear sky
586,Rawson,AR,-43.3002,-65.1023,54.59,46,0,6.87,clear sky
587,Amurzet,RU,47.6967,131.0981,60.51,39,90,13.73,overcast clouds
588,Lewisporte,CA,49.2499,-55.0482,65.91,84,100,15.48,overcast clouds
589,Olinda,BR,-8.0089,-34.8553,73.13,64,40,5.75,scattered clouds
590,Paracuru,BR,-3.41,-39.0306,79.11,78,2,15.93,clear sky
591,Itarema,BR,-2.9248,-39.9167,77.58,79,8,17.4,clear sky
592,Ilo,PE,-17.6394,-71.3375,59.5,82,24,6.44,few clouds
593,Almenara,BR,-16.1836,-40.6944,67.19,96,0,2.33,light rain
594,Lae,PG,-6.7221,146.9847,84.78,63,74,9.22,broken clouds
595,Salinas,US,36.6777,-121.6555,65.46,79,0,5.75,clear sky
596,Cap-Aux-Meules,CA,47.3821,-61.8597,56.61,99,91,3.4,overcast clouds
597,Houma,US,29.5958,-90.7195,68.0,69,0,6.91,clear sky
598,Spring Hill,US,28.4769,-82.5255,76.05,84,75,9.22,moderate rain
599,Teya,RU,60.3778,92.6267,37.33,71,100,6.98,overcast clouds
600,Arman,RU,59.7,150.1667,48.02,76,100,19.71,overcast clouds
601,Dayong,CN,25.0209,118.2898,96.04,37,3,4.68,clear sky
602,Nantucket,US,41.2835,-70.0995,60.91,72,0,8.05,clear sky
603,Tower,IE,51.9167,-8.6,49.05,93,75,9.22,broken clouds
604,Plast,RU,54.3691,60.8136,32.18,62,31,4.94,scattered clouds
605,Pringsewu,ID,-5.3582,104.9744,87.96,57,41,3.76,scattered clouds
606,Hasaki,JP,35.7333,140.8333,82.29,64,6,19.51,clear sky
607,Betsiamites,CA,48.9413,-68.646,48.51,98,88,5.66,overcast clouds
608,Milkovo,RU,54.7167,158.6167,51.78,52,54,6.11,broken clouds
609,Ladovskaya Balka,RU,45.6297,41.4023,64.96,52,100,5.46,overcast clouds
610,Port-Cartier,CA,50.0334,-66.8654,46.74,96,96,3.58,overcast clouds
611,Miri,MY,4.4148,114.0089,86.74,64,67,7.34,broken clouds
612,Shestakovo,RU,56.4915,103.96,42.31,60,100,1.95,overcast clouds
613,Victoria Point,AU,-27.5833,153.3,78.69,78,84,3.0,broken clouds
614,Katwa,IN,23.6399,88.128,89.76,60,34,4.56,scattered clouds
615,Gryazi,RU,52.4966,39.9359,54.64,96,100,9.86,overcast clouds
616,Asau,RO,46.4333,26.4,51.28,87,62,5.64,broken clouds
617,Riberalta,BO,-10.9833,-66.1,78.55,55,14,2.66,few clouds
618,Saquarema,BR,-22.92,-42.5103,68.43,96,99,7.85,overcast clouds
619,Sabha,LY,27.0377,14.4283,81.82,23,0,10.45,clear sky
620,Port Moresby,PG,-9.4431,147.1797,82.45,75,41,7.18,scattered clouds
621,Zaragoza,ES,41.6561,-0.8773,59.45,69,20,6.91,few clouds
622,Fiumicino,IT,41.7675,12.2291,64.65,84,20,5.75,few clouds
623,Outjo,NA,-20.1167,16.15,64.2,23,16,9.19,few clouds
624,Buritizeiro,BR,-17.3511,-44.9622,75.79,64,98,2.73,overcast clouds
625,Itamaraca,BR,-7.7478,-34.8256,73.45,79,7,8.28,clear sky
626,Price,US,39.5994,-110.8107,65.12,39,0,9.22,clear sky
627,Belmonte,BR,-15.8631,-38.8828,72.57,88,2,7.27,clear sky
628,Ler,SS,8.3018,30.1418,74.53,81,9,2.15,clear sky
629,Verkh-Usugli,RU,52.7,115.1667,48.16,30,48,6.76,scattered clouds
630,Dolores,AR,-36.3132,-57.6792,40.12,71,0,7.61,clear sky
631,Hovd,MN,48.0056,91.6419,59.99,15,93,0.22,overcast clouds
632,Zaykovo,RU,57.5613,62.7568,32.0,61,18,6.78,few clouds
633,Predivinsk,RU,57.0669,93.4378,36.7,90,100,3.11,overcast clouds
634,Luganville,VU,-15.5333,167.1667,82.8,72,33,6.91,scattered clouds
635,Anchorage,US,61.2181,-149.9003,50.95,61,72,5.99,broken clouds
636,Chumikan,RU,54.7183,135.315,43.59,81,100,15.01,overcast clouds
637,Kerema,PG,-7.9631,145.7785,83.61,78,61,9.48,broken clouds
638,Copiapo,CL,-27.3667,-70.3333,51.49,81,0,0.72,clear sky
639,Dryden,CA,49.7833,-92.7503,34.93,65,13,1.19,few clouds
640,Saint Anthony,US,45.0205,-93.218,45.14,80,0,0.0,clear sky
641,Aron,IN,24.3833,77.4167,83.26,59,18,2.64,few clouds
642,Koumac,NC,-20.5667,164.2833,79.38,68,23,6.55,few clouds
643,Urengoy,RU,65.9667,78.3667,30.67,67,34,9.73,scattered clouds
644,Ferme-Neuve,CA,46.7001,-75.4493,49.82,97,99,5.5,overcast clouds
645,Mahendragarh,IN,28.2833,76.15,90.0,36,29,8.48,scattered clouds
646,Ratnagiri,IN,16.9833,73.3,81.14,71,22,3.06,few clouds
647,Paamiut,GL,61.994,-49.6678,42.49,97,100,13.11,light rain
648,Rassvet,RU,46.8333,40.75,65.41,46,100,7.58,overcast clouds
649,Pimentel,PE,-6.8367,-79.9342,61.41,86,12,10.78,few clouds
650,Cananeia,BR,-25.0147,-47.9267,63.64,95,100,5.91,light rain
651,Irbeyskoye,RU,55.6428,95.4522,43.83,73,95,14.88,overcast clouds
652,Juneau,US,58.3019,-134.4197,50.22,100,55,3.29,broken clouds
653,Beberibe,BR,-4.1797,-38.1306,76.37,74,0,14.9,clear sky
654,Guilin,CN,25.2819,110.2864,93.9,32,9,10.27,clear sky
655,Warrnambool,AU,-38.3833,142.4833,53.69,72,100,13.89,overcast clouds
656,San Diego De La Union,MX,21.4667,-100.8667,54.57,88,72,7.4,broken clouds
657,Antofagasta,CL,-23.65,-70.4,55.85,77,16,7.54,few clouds
658,Tecolutla,MX,20.4833,-97.0167,74.52,86,90,9.62,overcast clouds
659,Parry Sound,CA,45.3501,-80.033,47.01,91,100,12.5,light rain
660,Sabzevar,IR,36.2126,57.6819,76.21,21,0,8.05,clear sky
661,Qinhuangdao,CN,39.9317,119.5883,81.45,40,93,13.82,overcast clouds
662,Valga,EE,57.7778,26.0473,37.99,96,14,1.99,few clouds
663,Bandarbeyla,SO,9.4942,50.8122,83.73,65,80,18.32,broken clouds
664,Uppsala,SE,60.0,17.75,51.31,100,100,11.5,overcast clouds
665,Walvis Bay,NA,-22.9575,14.5053,52.09,81,43,5.7,scattered clouds
666,Hamilton,US,39.1834,-84.5333,49.93,77,0,5.75,clear sky
667,Margate,GB,51.3813,1.3862,48.69,85,3,4.0,clear sky
668,Beni Suef,EG,29.0731,31.0979,80.46,43,0,7.2,clear sky
669,Goma,CD,-1.6792,29.2228,65.05,78,98,2.15,overcast clouds
670,Awjilah,LY,29.1081,21.2869,82.13,29,0,8.5,clear sky
671,Upata,VE,8.0086,-62.3989,75.2,95,96,2.75,overcast clouds
672,Boffa,GN,10.1667,-14.0333,73.51,96,95,3.29,light rain
673,Goderich,CA,43.7501,-81.7165,54.91,85,98,15.21,light rain
674,Bonavista,CA,48.6499,-53.1147,62.78,89,100,23.0,overcast clouds
675,Isangel,VU,-19.55,169.2667,79.32,70,22,6.67,few clouds
676,Huangmei,CN,30.1924,116.025,87.19,44,60,0.67,broken clouds
677,Pitimbu,BR,-7.4706,-34.8086,72.19,77,5,9.78,clear sky
678,Adwa,ET,14.1646,38.8955,68.49,54,21,0.87,few clouds
679,Tooele,US,40.5308,-112.2983,68.97,34,0,10.36,clear sky
680,Zhanaozen,KZ,43.3,52.8,68.34,28,51,23.6,broken clouds
681,Puerto Colombia,CO,10.9878,-74.9547,78.89,79,100,4.94,overcast clouds
682,Ati,TD,13.2154,18.3353,76.15,73,100,7.05,overcast clouds
683,Muzhi,RU,65.3667,64.6667,31.05,75,96,9.66,overcast clouds
684,Mandalgovi,MN,45.7625,106.2708,72.93,17,80,29.53,broken clouds
685,Dubai,AE,25.2582,55.3047,89.89,66,40,6.91,scattered clouds
686,Coquimbo,CL,-29.9533,-71.3436,55.13,87,100,6.91,overcast clouds
687,Bara,NG,10.3744,10.7288,71.29,95,99,8.12,overcast clouds
688,Oxford,GB,51.7522,-1.256,45.77,95,12,4.56,few clouds
689,Camacha,PT,33.0833,-16.3333,63.82,72,40,4.61,scattered clouds
690,Vredendal,ZA,-31.6683,18.5012,54.73,66,80,1.99,broken clouds
691,Carutapera,BR,-1.195,-46.02,77.88,83,79,8.21,broken clouds
692,Zirandaro,MX,18.45,-100.9833,75.45,86,99,2.08,overcast clouds
693,Sakaiminato,JP,35.55,133.2333,72.0,67,82,14.67,broken clouds
694,Sol-Iletsk,RU,51.1631,54.9918,51.73,67,100,8.25,overcast clouds
695,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,75.6,83,81,1.9,broken clouds
